Domain,MX Records Exist?,MX Provider,MX (Lowest Preference),SPF Record Exists?,SPF Record,SPF Mechanism (Mode),DMARC Record Exists?,DMARC Record,DMARC Domain Policy (Mode),DMARC Subdomain Policy (Mode),O365 Exchange Online?,O365 Tenant Name,O365 DKIM Enabled?,O365 Federated?,O365 Federation Provider,O365 Federation Hostname,O365 Federation Brand Name,O365/AzureAD Directory ID,O365/AzureAD is Unmanaged?,MTA-STS Record Exists?,MTA-STS Policy Mode,MTA-STS Allowed MX Hosts,DNS Registrar,DNS Host,DNSSEC DNSKEY Record Exists?
hotmail.co.in,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
hotmail.co.jp,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns2.msft.net,ns3.msft.net",False
hotmail.co.kr,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.co.th,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns4-07.azure-dns.info,ns1-07.azure-dns.com,ns2-07.azure-dns.net,ns3-07.azure-dns.org",False
hotmail.co.uk,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.co.za,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-07.azure-dns.net,ns3-07.azure-dns.org,ns4-07.azure-dns.info,ns1-07.azure-dns.com",False
hotmail.com,True,Other/Undetermined,hotmail-com.olc.protection.outlook.com,True,v=spf1 ip4:157.55.9.128/25 include:spf.protection.outlook.com include:spf-a.outlook.com include:spf-b.outlook.com include:spf-a.hotmail.com include:_spf-ssg-b.microsoft.com include:_spf-ssg-c.microsoft.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,True,TESTING,"*.olc.protection.outlook.com
",msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.com.ar,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.com.au,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.com.br,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns1.msft.net",False
hotmail.com.hk,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns4-05.azure-dns.info,ns1-05.azure-dns.com,ns2-05.azure-dns.net,ns3-05.azure-dns.org",False
hotmail.com.tr,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.com.tw,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.com.vn,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-07.azure-dns.net,ns3-07.azure-dns.org,ns4-07.azure-dns.info,ns1-07.azure-dns.com",False
hotmail.cz,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.de,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,False,N/A,N/A,N/A,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.dk,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
hotmail.es,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.fi,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net,ns2.msft.net",False
hotmail.fr,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns3.msft.net",False
hotmail.gr,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.hu,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net,ns2.msft.net",False
hotmail.it,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
hotmail.lt,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
hotmail.lv,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-02.azure-dns.net,ns3-02.azure-dns.org,ns4-02.azure-dns.info,ns1-02.azure-dns.com",False
hotmail.my,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns2.msft.net",False
hotmail.nl,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns3.msft.net",False
hotmail.no,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.ph,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-03.azure-dns.net,ns3-03.azure-dns.org,ns4-03.azure-dns.info,ns1-03.azure-dns.com",False
hotmail.rs,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.ru,True,Other/Undetermined,mx.yandex.net,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,hotmail.ru,bbc72359-48c3-4ab2-83fe-485f242d3530,True,False,,,noc.qip.ru,"ns2.hotmail.ru,ns1.hotmail.ru",False
hotmail.se,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net",False
hotmail.sg,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net",False
hotmail.sk,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
hub.pl,True,Other/Undetermined,mx.interia.pl,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,hostmaster.hub.interia.pl,"dns3.interia.pl,dns1.interia.pl,dns2.interia.pl",False
hushmail.com,True,Other/Undetermined,plsmtp1.hushmail.com,True,v=spf1 include:4429584.spf01.hubspotemail.net include:sendgrid.net ip4:65.39.178.0/24 ip4:64.69.70.192/28 ip6:2001:1978:1103:0006::/64 -all,FAIL,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-rua@hushmail.com,QUARANTINE,,No,N/A,N/A,False,N/A,N/A,,,False,False,,,tech.hushmail.com,"ns3.hushmail.com,ns-van1.hushmail.com,ns-van2.hushmail.com",False
i.ua,True,Other/Undetermined,mx7.i.ua,True,v=spf1 ip4:91.198.36.0/25 ip4:109.68.47.24/29 ip4:193.84.72.0/24 ip4:185.187.81.138 ?all,NEUTRAL,True,v=DMARC1; p=none; rua=mailto:dmarc-rua@mi6.kiev.ua,NONE,,No,N/A,N/A,False,N/A,N/A,i.ua,a941a032-d304-4c83-8e16-4160ff5c301b,True,False,,,hostmaster.i.ua,"ns1.i.ua,ns2.i.ua",False
ig.com.br,True,Other/Undetermined,mx1.ig.correio.biz,True,v=spf1 a mx ip4:177.153.28.0/24 ip4:201.76.63.0/24 ip4:177.153.24.32/27 ip4:177.153.24.64/27 ip4:177.153.25.32/27 ip4:191.252.30.0/25 ip4:191.252.7.128/25 ip4:191.252.30.128/25 ip4:191.252.14.0/25 include:amazonses.com include:relay.mailchannels.net -all,FAIL,True,v=DMARC1; p=none; sp=none; fo=; ri=3600,NONE,NONE,No,N/A,N/A,False,N/A,N/A,ig.com.br,f28829ac-6065-4643-a815-26c2b34efa1f,True,False,,,awsdns-hostmaster.amazon.com,"ns-485.awsdns-60.com,ns-798.awsdns-35.net,ns-1118.awsdns-11.org,ns-1766.awsdns-28.co.uk",False
iname.com,True,Other/Undetermined,mx00.mail.com,True,v=spf1 redirect=mail.com,Other/Undetermined,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,ggorman.easylink.com,"pdns2.ultradns.net,pdns3.ultradns.org,pdns4.ultradns.org,pdns5.ultradns.info,pdns6.ultradns.co.uk,pdns1.ultradns.net",False
inbox.eu,True,Other/Undetermined,mx.inbox.eu,True,v=spf1 ip4:195.216.236.7 ip4:195.216.236.71 ip4:195.216.236.81 ip4:195.216.236.82 ip4:195.216.236.83 ip4:195.216.236.84 include:inbox.lv ~all,SOFTFAIL,True,v=DMARC1; p=quarantine; pct=100; sp=none; aspf=s; adkim=s; rua=mailto:abuse@inbox.eu,QUARANTINE,NONE,No,N/A,N/A,False,N/A,N/A,inbox.eu,4b9fb2b9-63d6-4b44-8777-44b6f8440a63,True,False,,,support.inbox.eu,"ns2.inbokss.com,ns3.inbokss.com,ns1.inbokss.com",False
inbox.lt,True,Other/Undetermined,mx.inbox.eu,True,v=spf1 include:inbox.eu include:inbox.lv ~all,SOFTFAIL,True,v=DMARC1; aspf=s; adkim=s; p=quarantine; sp=none; pct=100; rua=mailto:abuse@inbox.lt,QUARANTINE,NONE,No,N/A,N/A,False,N/A,N/A,inbox.lt,44f6e5f3-026e-4077-beb9-2546feccb931,True,False,,,support.inbox.lv,"ns1.inbox.lt,ns2.inbox.lt,ns3.inbokss.com",False
inbox.ru,True,Other/Undetermined,mxs.mail.ru,True,v=spf1 redirect=_spf.mail.ru,Other/Undetermined,True,System.Object[],,,No,N/A,N/A,False,N/A,N/A,inbox.ru,3517ff08-989e-4e96-a202-c96878240ed2,True,False,,,hostmaster.mail.ru,"ns2.mail.ru,ns1.mail.ru",False
interia.com,True,Other/Undetermined,mx.interia.pl,True,v=spf1 a mx ptr ip4:217.74.64.0/22 ip4:217.74.65.192/30 ip4:80.48.65.0/28 ip4:80.48.65.32/28 -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,interia.com,969a747a-dd23-4c54-ad71-b94549771620,True,False,,,hostmaster.hub.interia.pl,"dns1.interia.pl,dns2.interia.pl,dns3.interia.pl",False
interia.eu,True,Other/Undetermined,mx.interia.pl,True,v=spf1 include:interia.pl -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,interia.eu,17d3bbc6-25ff-4f42-a41e-cf667c951992,True,False,,,hostmaster.hub.interia.pl,"dns3.interia.pl,dns1.interia.pl,dns2.interia.pl",False
interia.pl,True,Other/Undetermined,mx.interia.pl,True,v=spf1 ip4:217.74.64.0/22 -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,interia.pl,8fdf0b9e-ab26-405c-a631-a90bc69b0eec,True,False,,,hostmaster.hub.interia.pl,"dns.poczta.fm,ns.interia.pl",False
interiowy.pl,True,Other/Undetermined,mx.interia.pl,True,v=spf1 include:interia.pl -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,hostmaster.hub.interia.pl,"dns2.interia.pl,dns3.interia.pl,dns1.interia.pl",False
intmail.pl,True,Other/Undetermined,mx.interia.pl,True,v=spf1 include:interia.pl -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,intmail.pl,0e92b07b-57e4-4799-a1ab-0a9f46cbf371,True,False,,,hostmaster.hub.interia.pl,"dns1.interia.pl,dns2.interia.pl,dns3.interia.pl",False
inwind.it,True,Other/Undetermined,smtp-in.inwind.it,True,v=spf1 ip4:213.209.8.0/21 ip4:213.209.17.209/32 ip4:213.209.17.246/32 include:mail.zendesk.com -all,FAIL,True,"v=DMARC1; p=quarantine; fo=1; rua=mailto:dmarc_agg_rep@inwind.it,mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf_rep@inwind.it;",QUARANTINE,,No,N/A,N/A,False,N/A,N/A,inwind.it,fc09ba9d-2310-433a-9d87-6c2a0ddc9538,True,False,,,network.it.net,"n2.libero.it,n1.libero.it",False
kabelmail.de,True,Other/Undetermined,mx01.xworks.net,True,v=spf1 ip4:31.25.48.0/24 ip4:194.25.41.0/25 -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,kabelmail.de,add3a822-fe0a-4330-bd4a-2a1f71e05411,True,False,,,dns-admin.kabeldeutschland.de,"ns02.registrar.kabel-deutschland.de,ns01.registrar.kabel-deutschland.de",True
keemail.me,True,Other/Undetermined,mail.tutanota.de,True,v=spf1 include:spf.tutanota.de -all,FAIL,True,v=DMARC1; p=none; adkim=s,NONE,,No,N/A,N/A,False,N/A,N/A,keemail.me,367bcaff-da8d-471f-b83a-eee98c2ce2e9,True,False,,,hostmaster.tutao.de,"ns23.irondns.net,ns22.irondns.net",True
